fid,id,length
17794,776,30338
17797,777,10622
17796,778,8671
17799,779,14786
17798,780,52233
17817,781,3019
17816,782,14351
17819,783,18862
17818,784,36497
17821,785,3041
17820,786,5326
17823,787,13434
17822,788,23658
17809,789,28322
17808,790,1329
17811,791,3022
17810,792,5938
17813,793,9450
17812,794,7218
17815,795,25628
17814,796,11084
17825,797,20222
17824,798,35108
17827,799,17275
17826,800,16134
17829,801,7438
17828,802,1033
17830,803,8509
17869,804,2709
17871,805,24225
17870,806,17131
17873,807,23570
17872,808,39390
17874,809,44060
17913,810,31748
17912,811,7957
17914,812,21644
17911,813,63746
17910,814,2084
17667,815,50282
17669,816,45886
17668,817,15319
17567,818,38846
17557,819,3635
17559,820,5107
17558,821,1594
17569,822,62865
17568,823,10231
17571,824,26621
17570,825,38448
17573,826,4019
17572,827,19218
17625,828,586
17624,829,19916
17626,830,65628
17623,831,9384
17622,832,35223
17633,833,1321
17635,834,29392
17634,835,7629
17637,836,19040
17636,837,41136
17639,838,4160
17638,839,25343
17656,840,63969
17653,841,61702
17655,842,27175
17654,843,27894
17417,844,13589
17416,845,33948
17419,846,22221
17418,847,18417
17421,848,22374
17420,849,27537
17423,850,12107
17422,851,14241
17409,852,19306
17408,853,8212
17411,854,16574
17410,855,1999
17413,856,26497
17412,857,38340
17415,858,10541
17414,859,10285
17424,860,11709
17496,861,32934
17495,862,24849
17494,863,12243
17512,864,107633
17511,865,25268
17510,866,34510
17528,867,57145
17527,868,39074
17526,869,13586
17281,870,2579
17280,871,542
17282,872,9329
17401,873,42110
17400,874,56266
17405,875,13866
17407,876,23900
17406,877,23992
17209,878,20188
17208,879,8916
17211,880,7812
17210,881,17831
17213,882,25190
17212,883,13451
17215,884,30280
17214,885,6443
17224,886,25548
17229,887,11877
17228,888,67591
17231,889,30523
17230,890,48070
17217,891,20147
17216,892,41348
17219,893,554
17218,894,2871
17221,895,14329
17220,896,14835
17223,897,23747
17222,898,7396
17233,899,60183
17232,900,36442
17273,901,1306
17272,902,9713
17275,903,3058
17274,904,6440
17277,905,537
17276,906,20467
17279,907,9153
17278,908,2765
17265,909,23826
17264,910,1576
17267,911,8377
17266,912,6674
17269,913,20234
17268,914,28542
17271,915,8470
17270,916,15405
17025,917,22295
17024,918,20956
17027,919,12768
17026,920,6686
17029,921,46523
17028,922,7086
17030,923,27039
17083,924,26283
17082,925,7784
17085,926,29977
17084,927,8376
17087,928,6155
17086,929,43272
17097,930,3699
17096,931,10827
17089,932,10653
17088,933,12422
17091,934,35945
17090,935,2198
17093,936,5799
17092,937,20732
17095,938,3435
17094,939,15076
17147,940,21692
17149,941,24637
17148,942,60651
16897,943,20282
16896,944,30581
16899,945,21391
16898,946,21970
16900,947,27343
16921,948,8065
16920,949,10095
16923,950,12322
16922,951,39444
16925,952,13492
16924,953,14130
16917,954,12620
16919,955,12943
16918,956,4956
16937,957,4291
16936,958,58745
16939,959,4796
16938,960,1109
16941,961,11986
16940,962,2723
16943,963,25013
16942,964,3442
16931,965,4304
16930,966,5875
16933,967,17801
16932,968,22421
16935,969,13689
16934,970,25123
16953,971,3588
16952,972,36571
16954,973,56089
16947,974,9860
16946,975,15667
16949,976,17758
16948,977,17547
16951,978,20526
16950,979,27189
17003,980,14447
17002,981,12821
17005,982,26135
17006,983,16661
16999,984,14294
17021,985,19421
17020,986,17689
17023,987,27950
17022,988,11912
16779,989,36856
16778,990,38540
16781,991,38739
16780,992,27649
16783,993,44941
16782,994,11024
16793,995,14918
16792,996,133470
16795,997,10104
16794,998,12482
16797,999,505
16796,1000,66465
16799,1001,8782
16798,1002,13247
16785,1003,8156
16784,1004,82234
16787,1005,32152
16786,1006,35510
16789,1007,12710
16788,1008,26718
16791,1009,17730
16790,1010,126737
16831,1011,24070
16830,1012,40993
16833,1013,9900
16832,1014,25791
16835,1015,37207
16834,1016,46529
16871,1017,12970
16870,1018,267911
16891,1019,25890
16890,1020,8488
16893,1021,21331
16892,1022,20628
16895,1023,29902
16894,1024,1732
16649,1025,10010
16648,1026,1226
16651,1027,4356
16650,1028,6703
16653,1029,8009
16652,1030,2047
16655,1031,8683
16654,1032,1233
16641,1033,6312
16640,1034,12242
16643,1035,3794
16642,1036,2977
16645,1037,8188
16644,1038,3491
16647,1039,1044
16646,1040,9110
16665,1041,1098
16664,1042,5706
16667,1043,3548
16666,1044,3526
16669,1045,1029
16668,1046,11191
16671,1047,9256
16670,1048,5249
16657,1049,699
16656,1050,911
16659,1051,24783
16658,1052,6127
16661,1053,2514
16660,1054,6814
16663,1055,3030
16662,1056,4104
16673,1057,5777
16672,1058,53475
16676,1059,65856
16751,1060,8767
16750,1061,33433
16752,1062,32447
16521,1063,18157
16520,1064,9751
16523,1065,1368
16522,1066,8673
16525,1067,7464
16524,1068,4546
16527,1069,4010
16526,1070,3715
16513,1071,4222
16512,1072,13922
16515,1073,3580
16514,1074,14201
16517,1075,12930
16516,1076,11684
16519,1077,15776
16518,1078,10973
16537,1079,12675
16536,1080,3431
16539,1081,7519
16538,1082,3404
16541,1083,13770
16540,1084,7398
16543,1085,3511
16542,1086,5723
16529,1087,7223
16528,1088,3624
16531,1089,5681
16530,1090,12009
16533,1091,35811
16532,1092,541
16535,1093,6209
16534,1094,6996
16553,1095,1363
16552,1096,26287
16555,1097,5675
16554,1098,3045
16557,1099,5492
16556,1100,495
16559,1101,10222
16558,1102,3954
16545,1103,640
16544,1104,11099
16547,1105,10030
16546,1106,11203
16549,1107,8139
16548,1108,11298
16551,1109,7480
16550,1110,9821
16569,1111,5924
16568,1112,9599
16571,1113,5680
16570,1114,739
16573,1115,3659
16572,1116,2103
16575,1117,2112
16574,1118,53909
16561,1119,6361
16560,1120,10026
16563,1121,667
16562,1122,16378
16565,1123,1990
16564,1124,3337
16567,1125,2281
16566,1126,13473
16585,1127,4038
16584,1128,4511
16587,1129,6902
16586,1130,1702
16589,1131,13193
16588,1132,2315
16591,1133,7237
16590,1134,13783
16577,1135,1061
16576,1136,4592
16579,1137,11542
16578,1138,7540
16581,1139,9342
16580,1140,11319
16583,1141,652
16582,1142,3377
16601,1143,5318
16600,1144,8846
16603,1145,15455
16602,1146,3618
16605,1147,2350
16604,1148,11186
16607,1149,775
16606,1150,3372
16593,1151,6445
16592,1152,9717
16595,1153,2882
16594,1154,10728
16597,1155,21769
16596,1156,556
16599,1157,2551
16598,1158,7359
16617,1159,1760
16616,1160,1049
16619,1161,3715
16618,1162,360
16621,1163,7084
16620,1164,6755
16623,1165,7836
16622,1166,6213
16609,1167,5970
16608,1168,545
16611,1169,534
16610,1170,877
16613,1171,5139
16612,1172,2462
16615,1173,1626
16614,1174,6600
16633,1175,3448
16632,1176,1842
16635,1177,9637
16634,1178,9412
16637,1179,3270
16636,1180,5592
16639,1181,3132
16638,1182,4631
16625,1183,4453
16624,1184,1028
16627,1185,3410
16626,1186,1160
16629,1187,4541
16628,1188,9077
16631,1189,2815
16630,1190,9237
16393,1191,16174
16392,1192,1432
16395,1193,17926
16394,1194,8796
16397,1195,2014
16396,1196,9258
16399,1197,3565
16398,1198,6923
16385,1199,284
16384,1200,7436
16387,1201,9855
16386,1202,5866
16389,1203,2843
16388,1204,8054
16391,1205,5045
16390,1206,7104
16409,1207,1073
16408,1208,11160
16411,1209,1604
16410,1210,3421
16413,1211,24147
16412,1212,1389
16415,1213,16194
16414,1214,1710
16401,1215,597
16400,1216,5023
16403,1217,8769
16402,1218,4847
16405,1219,4607
16404,1220,11133
16407,1221,3005
16406,1222,4689
16425,1223,1002
16424,1224,14655
16427,1225,17717
16426,1226,2577
16429,1227,5085
16428,1228,10258
16431,1229,1936
16430,1230,14921
16417,1231,8298
16416,1232,7584
16419,1233,7857
16418,1234,6242
16421,1235,1393
16420,1236,3017
16423,1237,13642
16422,1238,2315
16441,1239,13732
16440,1240,16131
16443,1241,16234
16442,1242,3448
16445,1243,4226
16444,1244,1916
16447,1245,28205
16446,1246,476
16433,1247,4344
16432,1248,18316
16435,1249,7071
16434,1250,9865
16437,1251,7793
16436,1252,8132
16439,1253,5541
16438,1254,14380
16457,1255,598
16456,1256,3873
16459,1257,4048
16458,1258,6020
16461,1259,910
16460,1260,9614
16463,1261,1093
16462,1262,8762
16449,1263,51050
16448,1264,11387
16451,1265,15768
16450,1266,8807
16453,1267,4421
16452,1268,3663
16455,1269,6300
16454,1270,3133
16473,1271,4888
16472,1272,12266
16475,1273,3859
16474,1274,12216
16477,1275,10477
16476,1276,2604
16479,1277,1339
16478,1278,18307
16465,1279,4041
16464,1280,9317
16467,1281,4507
16466,1282,1193
16469,1283,12350
16468,1284,8706
16471,1285,1804
16470,1286,6386
16489,1287,13325
16488,1288,1817
16491,1289,1197
16490,1290,4472
16493,1291,5616
16492,1292,10102
16495,1293,12528
16494,1294,1180
16481,1295,4892
16480,1296,4021
16483,1297,13002
16482,1298,2214
16485,1299,7120
16484,1300,2532
16487,1301,3662
16486,1302,3796
16505,1303,5063
16504,1304,1841
16507,1305,10563
16506,1306,9656
16509,1307,2177
16508,1308,6582
16511,1309,4363
16510,1310,18560
16497,1311,6989
16496,1312,7301
16499,1313,6917
16498,1314,2856
16501,1315,18859
16500,1316,3459
16503,1317,3908
16502,1318,7320
20363,1319,20376
20362,1320,114250
20365,1321,101233
20364,1322,11607
20357,1323,142788
20384,1324,79484
20409,1325,8513
20408,1326,23982
20411,1327,29044
20410,1328,403803
20412,1329,108480
20415,1330,126150
20401,1331,12869
20400,1332,10927
20403,1333,140090
20402,1334,114318
20405,1335,171132
20404,1336,95472
20407,1337,103784
20406,1338,23711
20418,1339,139304
20435,1340,155397
20459,1341,36163
20458,1342,132221
20449,1343,214915
20448,1344,196718
20451,1345,87089
20450,1346,91220
20453,1347,33652
20454,1348,45491
20237,1349,39133
20225,1350,45133
20224,1351,21997
20243,1352,100493
20242,1353,86531
20285,1354,108746
20276,1355,86118
20297,1356,254386
20296,1357,152251
20299,1358,340404
20298,1359,135502
20301,1360,81879
20300,1361,71204
20302,1362,90220
20292,1363,86623
20313,1364,60986
20315,1365,48145
20314,1366,46292
20317,1367,139783
20316,1368,8200
20318,1369,18089
20305,1370,7590
20307,1371,174388
20306,1372,6219
20329,1373,52064
20321,1374,70680
20327,1375,98695
20351,1376,259141
20096,1377,15688
20175,1378,28881
20185,1379,46809
20184,1380,5193
20187,1381,14720
20186,1382,1445
20177,1383,11529
20176,1384,5896
20179,1385,32253
20178,1386,3481
20181,1387,67114
20180,1388,7939
20183,1389,23042
20182,1390,6008
20202,1391,99660
20197,1392,19721
20198,1393,19932
20223,1394,121263
20222,1395,74366
20210,1396,83545
20214,1397,82540
19969,1398,7343
19968,1399,8322
19971,1400,7042
19970,1401,8871
19972,1402,70801
19996,1403,46448
20009,1404,30489
20008,1405,15985
20011,1406,14145
20010,1407,8951
20013,1408,2871
20012,1409,12669
20015,1410,26109
20014,1411,3083
20005,1412,16861
20004,1413,13037
20007,1414,7243
20006,1415,60
20017,1416,5215
20016,1417,11509
20019,1418,2214
20018,1419,8014
20047,1420,42134
20035,1421,12863
20037,1422,17607
20036,1423,7712
20049,1424,35635
20048,1425,17469
20089,1426,5602
20088,1427,11724
20091,1428,4972
20090,1429,14382
20093,1430,14184
20092,1431,5418
20095,1432,12913
20094,1433,36530
20085,1434,47120
20087,1435,15244
20086,1436,3964
19840,1437,16667
19843,1438,86808
19844,1439,18272
19871,1440,43512
19870,1441,85187
19858,1442,67070
19883,1443,15508
19885,1444,25342
19884,1445,14778
19887,1446,11017
19886,1447,63945
19873,1448,1841
19872,1449,6495
19899,1450,30716
19898,1451,31081
19889,1452,10137
19888,1453,17314
19891,1454,285
19890,1455,4839
19893,1456,18123
19892,1457,8510
19913,1458,14269
19915,1459,55572
19914,1460,7002
19917,1461,41329
19916,1462,13528
19918,1463,43146
19931,1464,4292
19933,1465,46269
19932,1466,26964
19935,1467,50142
19934,1468,15162
19945,1469,4554
19944,1470,5806
19947,1471,21437
19946,1472,4385
19949,1473,11489
19948,1474,33365
19951,1475,22933
19950,1476,19121
19937,1477,40959
19939,1478,1835
19938,1479,23639
19941,1480,5364
19940,1481,11533
19943,1482,20432
19942,1483,31576
19965,1484,18038
19967,1485,19009
19966,1486,46471
19721,1487,25768
19720,1488,19981
19723,1489,24342
19722,1490,5390
19725,1491,14689
19724,1492,1858
19727,1493,14946
19726,1494,4299
19713,1495,17558
19712,1496,6504
19715,1497,39831
19714,1498,12016
19717,1499,16448
19716,1500,54721
19719,1501,5672
19718,1502,4609
19737,1503,21191
19736,1504,17000
19739,1505,4038
19738,1506,16118
19741,1507,20278
19740,1508,23664
19743,1509,13297
19742,1510,8002
19729,1511,5084
19728,1512,25914
19731,1513,6122
19730,1514,16998
19733,1515,3628
19732,1516,15020
19735,1517,20318
19734,1518,19953
19753,1519,35489
19752,1520,45782
19745,1521,8745
19744,1522,9924
19747,1523,29019
19746,1524,15102
19749,1525,10040
19748,1526,43514
19751,1527,1163
19750,1528,17343
19785,1529,46791
19784,1530,13886
19787,1531,16149
19786,1532,8109
19789,1533,6843
19788,1534,27200
19779,1535,20530
19778,1536,43484
19781,1537,11245
19780,1538,16694
19783,1539,1640
19782,1540,17680
19801,1541,14353
19800,1542,6794
19803,1543,9589
19802,1544,11122
19805,1545,11825
19804,1546,11323
19807,1547,3871
19806,1548,34859
19799,1549,9806
19798,1550,18759
19817,1551,35564
19816,1552,23914
19819,1553,10184
19818,1554,528
19821,1555,17020
19820,1556,10951
19823,1557,9197
19822,1558,19795
19809,1559,329
19808,1560,15882
19811,1561,174453
19810,1562,35247
19813,1563,59978
19812,1564,18646
19815,1565,19682
19814,1566,13282
19833,1567,13944
19832,1568,43242
19835,1569,66766
19834,1570,4606
19837,1571,7903
19836,1572,22360
19839,1573,40526
19838,1574,25611
19825,1575,56859
19824,1576,29668
19827,1577,47067
19826,1578,17171
19829,1579,7694
19828,1580,3836
19831,1581,6232
19830,1582,6307
19593,1583,5062
19592,1584,52017
19595,1585,16783
19594,1586,16581
19597,1587,13118
19596,1588,5307
19599,1589,3898
19598,1590,26804
19591,1591,46751
19590,1592,165116
19609,1593,7395
19608,1594,8866
19611,1595,51421
19610,1596,21125
19613,1597,13141
19612,1598,30459
19615,1599,14104
19614,1600,9023
19601,1601,2739
19600,1602,48878
19603,1603,29237
19602,1604,5609
19605,1605,5162
19604,1606,32472
19607,1607,97
19606,1608,2947
19617,1609,14325
19616,1610,8337
19619,1611,6337
19618,1612,6801
19641,1613,27860
19640,1614,38792
19635,1615,18895
19634,1616,19142
19637,1617,31700
19636,1618,13604
19639,1619,22839
19638,1620,24090
19649,1621,44704
19651,1622,22226
19650,1623,10772
19652,1624,9196
19691,1625,148971
19690,1626,141881
19693,1627,68435
19692,1628,11824
19695,1629,69342
19694,1630,1634
19705,1631,24446
19704,1632,28599
19707,1633,19044
19706,1634,9962
19709,1635,40366
19708,1636,7719
19711,1637,17509
19710,1638,11242
19697,1639,52945
19696,1640,27538
19699,1641,45277
19698,1642,43818
19701,1643,26267
19700,1644,14754
19703,1645,16829
19702,1646,15504
19485,1647,17375
19484,1648,42682
19487,1649,64087
19486,1650,2688
19499,1651,15609
19501,1652,37324
19500,1653,2958
19503,1654,15244
19502,1655,10947
19512,1656,5168
19515,1657,34133
19514,1658,36461
19505,1659,10274
19504,1660,16925
19507,1661,9427
19506,1662,1356
19509,1663,6735
19508,1664,7046
19511,1665,30991
19510,1666,13236
19341,1667,8773
19340,1668,18893
19343,1669,2067
19342,1670,15501
19359,1671,10980
19358,1672,23102
